@ATTRIBUTE "wifes-age" { 16.0_26.0,27.0_33.0,34.0_42.0,43.0_49.0 }
@ATTRIBUTE "wifes-edu" { 1,2,3,4 }
@ATTRIBUTE "husbands-edu" { 1,2,3,4 }
@ATTRIBUTE "num-children" { 0.0_1.0,2.0_3.0,4.0_6.0,7.0_16.0 }
@ATTRIBUTE "wifes-religion" { 0,1 }
@ATTRIBUTE "wife-works" { 0,1 }
@ATTRIBUTE "husbands-occupation" { 1,2,3,4 }
@ATTRIBUTE "standard-of-living-index" { 1,2,3,4 }
@ATTRIBUTE "media-exposure" { 0,1 }
@ATTRIBUTE "class" { 1,2,3 }
@DATA
34.0_42.0,4,4,4.0_6.0,0,0,2,4,0,2
34.0_42.0,1,2,7.0_16.0,1,0,3,1,0,2
27.0_33.0,4,4,2.0_3.0,1,1,3,2,0,2
16.0_26.0,3,3,2.0_3.0,1,1,1,3,0,2
16.0_26.0,3,3,2.0_3.0,1,1,3,3,0,2
27.0_33.0,2,3,4.0_6.0,1,1,3,1,1,2
34.0_42.0,4,4,2.0_3.0,1,1,3,3,0,2
16.0_26.0,3,4,2.0_3.0,1,1,1,4,0,2
27.0_33.0,4,4,2.0_3.0,1,0,3,4,0,2
34.0_42.0,4,4,2.0_3.0,0,1,2,4,0,2
27.0_33.0,3,4,2.0_3.0,1,1,1,3,0,2
34.0_42.0,4,4,4.0_6.0,1,1,1,3,0,2
43.0_49.0,3,3,4.0_6.0,1,0,3,2,0,2
43.0_49.0,3,4,4.0_6.0,1,1,3,2,0,2
16.0_26.0,4,4,2.0_3.0,1,1,2,4,0,2
34.0_42.0,4,4,2.0_3.0,1,0,1,4,0,2
27.0_33.0,3,4,2.0_3.0,1,1,1,4,0,2
16.0_26.0,4,4,0.0_1.0,0,1,2,3,0,2
27.0_33.0,3,4,2.0_3.0,0,1,2,3,0,2
27.0_33.0,2,1,4.0_6.0,1,0,2,2,0,2
16.0_26.0,2,2,4.0_6.0,1,1,3,4,0,2
27.0_33.0,4,4,0.0_1.0,1,1,1,4,0,2
34.0_42.0,3,4,2.0_3.0,0,1,2,4,0,2
27.0_33.0,3,4,2.0_3.0,0,1,3,3,0,2
16.0_26.0,4,4,0.0_1.0,1,0,3,4,0,2
27.0_33.0,2,2,4.0_6.0,1,1,4,3,1,2
27.0_33.0,4,4,2.0_3.0,0,1,2,4,0,2
34.0_42.0,4,4,4.0_6.0,1,1,1,4,0,2
34.0_42.0,3,4,4.0_6.0,1,1,3,4,0,2
27.0_33.0,4,4,2.0_3.0,1,1,1,3,0,2
43.0_49.0,4,4,2.0_3.0,0,1,1,4,0,2
16.0_26.0,3,1,2.0_3.0,1,0,3,4,0,2
34.0_42.0,4,4,4.0_6.0,1,1,2,4,0,2
43.0_49.0,4,4,7.0_16.0,1,0,1,4,0,2
34.0_42.0,4,4,4.0_6.0,1,0,3,3,0,2
34.0_42.0,3,3,4.0_6.0,1,1,1,3,0,2
34.0_42.0,4,4,2.0_3.0,1,0,3,4,0,2
34.0_42.0,4,4,4.0_6.0,0,0,2,4,0,2
43.0_49.0,3,3,4.0_6.0,0,1,1,3,0,2
34.0_42.0,4,4,4.0_6.0,0,1,2,4,0,2
34.0_42.0,4,4,2.0_3.0,0,0,2,4,0,2
34.0_42.0,3,3,4.0_6.0,0,1,3,4,0,2
34.0_42.0,2,4,4.0_6.0,0,1,2,3,0,2
34.0_42.0,4,4,4.0_6.0,1,1,1,4,0,2
43.0_49.0,4,4,4.0_6.0,0,1,1,4,0,2
34.0_42.0,4,4,2.0_3.0,0,0,3,2,0,2
43.0_49.0,2,3,0.0_1.0,0,1,2,4,0,2
34.0_42.0,4,4,4.0_6.0,0,1,1,4,0,2
34.0_42.0,4,4,2.0_3.0,1,1,1,4,0,2
34.0_42.0,1,2,4.0_6.0,1,1,3,4,0,2
27.0_33.0,3,2,4.0_6.0,1,1,3,3,0,3
34.0_42.0,3,3,4.0_6.0,1,1,1,4,0,3
16.0_26.0,4,4,2.0_3.0,1,0,3,3,0,3
16.0_26.0,3,3,0.0_1.0,0,1,3,2,0,3
34.0_42.0,4,3,7.0_16.0,1,1,3,3,0,3
34.0_42.0,4,4,2.0_3.0,1,0,1,4,0,3
34.0_42.0,2,2,4.0_6.0,1,0,2,2,1,3
27.0_33.0,2,3,7.0_16.0,1,1,3,3,0,3
16.0_26.0,3,4,0.0_1.0,1,1,3,3,0,3
27.0_33.0,2,4,2.0_3.0,1,1,3,4,0,3
43.0_49.0,4,4,4.0_6.0,0,1,1,4,0,3
27.0_33.0,2,2,4.0_6.0,1,1,3,3,0,3
16.0_26.0,1,2,2.0_3.0,1,1,3,2,0,3
16.0_26.0,2,4,2.0_3.0,1,1,1,3,0,3
34.0_42.0,3,4,4.0_6.0,1,0,1,4,0,3
43.0_49.0,3,4,4.0_6.0,1,0,3,4,0,3
27.0_33.0,2,3,2.0_3.0,1,1,3,3,0,3
16.0_26.0,3,4,0.0_1.0,1,0,3,4,0,3
27.0_33.0,4,4,4.0_6.0,1,0,1,4,0,3
16.0_26.0,4,4,2.0_3.0,1,1,3,3,0,3
16.0_26.0,2,4,2.0_3.0,1,1,3,3,0,3
34.0_42.0,4,4,4.0_6.0,1,1,1,3,0,3
34.0_42.0,2,3,7.0_16.0,1,1,3,3,0,3
34.0_42.0,3,3,4.0_6.0,1,1,3,3,0,3
34.0_42.0,3,3,7.0_16.0,1,1,1,2,0,3
43.0_49.0,4,4,4.0_6.0,0,1,2,3,0,3
34.0_42.0,2,3,4.0_6.0,1,1,2,3,0,3
16.0_26.0,4,4,2.0_3.0,1,1,3,3,0,3
16.0_26.0,4,4,2.0_3.0,1,1,2,3,0,3
16.0_26.0,1,2,2.0_3.0,1,1,3,2,0,3
16.0_26.0,2,3,0.0_1.0,1,1,3,1,0,3
16.0_26.0,3,2,0.0_1.0,1,1,3,1,1,3
16.0_26.0,2,4,2.0_3.0,1,1,2,4,0,3
16.0_26.0,4,4,0.0_1.0,1,0,2,4,0,3
43.0_49.0,4,4,2.0_3.0,1,1,1,4,0,3
16.0_26.0,4,4,0.0_1.0,1,1,1,4,0,3
27.0_33.0,3,4,2.0_3.0,0,1,3,3,0,3
27.0_33.0,2,3,2.0_3.0,1,1,3,3,0,3
16.0_26.0,4,4,2.0_3.0,1,1,3,3,0,3
27.0_33.0,2,4,4.0_6.0,1,1,3,2,0,3
16.0_26.0,3,4,4.0_6.0,1,1,3,1,0,3
27.0_33.0,3,3,2.0_3.0,1,1,3,2,0,3
27.0_33.0,1,2,0.0_1.0,1,1,3,3,0,3
16.0_26.0,4,4,0.0_1.0,1,1,2,4,0,3
27.0_33.0,3,3,4.0_6.0,1,0,3,2,0,3
16.0_26.0,4,4,0.0_1.0,1,1,2,3,0,3
16.0_26.0,4,4,2.0_3.0,1,1,1,2,0,3
43.0_49.0,4,4,4.0_6.0,1,0,1,4,0,3
27.0_33.0,2,3,2.0_3.0,1,1,2,4,0,3
16.0_26.0,3,3,0.0_1.0,1,1,3,2,0,3
27.0_33.0,2,2,4.0_6.0,1,0,2,3,0,3
16.0_26.0,3,4,2.0_3.0,1,1,2,4,0,3
16.0_26.0,4,4,2.0_3.0,1,1,3,3,0,3
27.0_33.0,4,4,2.0_3.0,1,0,1,4,0,3
27.0_33.0,3,3,4.0_6.0,1,0,2,3,0,3
16.0_26.0,3,3,2.0_3.0,1,0,2,2,0,3
27.0_33.0,3,4,4.0_6.0,1,1,3,3,0,3
27.0_33.0,3,3,4.0_6.0,1,1,2,1,0,3
27.0_33.0,4,4,0.0_1.0,1,0,3,2,0,3
34.0_42.0,4,4,0.0_1.0,0,1,1,4,0,3
27.0_33.0,1,2,4.0_6.0,1,1,3,3,0,3
34.0_42.0,1,2,4.0_6.0,1,1,3,1,1,3
34.0_42.0,2,2,7.0_16.0,1,0,2,2,1,3
16.0_26.0,3,4,2.0_3.0,1,0,2,4,0,3
34.0_42.0,4,4,2.0_3.0,1,1,1,4,0,3
27.0_33.0,4,4,0.0_1.0,1,1,2,4,0,3
27.0_33.0,4,4,4.0_6.0,1,1,3,3,0,3
16.0_26.0,3,4,2.0_3.0,1,0,2,4,0,3
27.0_33.0,4,4,2.0_3.0,0,1,1,4,0,3
34.0_42.0,4,4,4.0_6.0,1,0,1,4,0,3
34.0_42.0,1,2,4.0_6.0,1,1,3,3,0,3
27.0_33.0,4,4,2.0_3.0,0,0,2,4,0,3
27.0_33.0,2,2,2.0_3.0,1,1,3,2,0,3
16.0_26.0,3,3,2.0_3.0,1,1,2,2,1,3
16.0_26.0,3,3,0.0_1.0,1,1,2,2,0,3
27.0_33.0,3,2,2.0_3.0,1,1,3,3,0,3
34.0_42.0,2,3,4.0_6.0,1,0,3,2,0,3
16.0_26.0,3,3,2.0_3.0,1,1,3,1,0,3
27.0_33.0,2,4,7.0_16.0,1,1,3,3,0,3
16.0_26.0,3,3,0.0_1.0,1,1,3,1,0,3
27.0_33.0,3,4,4.0_6.0,1,1,3,4,0,3
27.0_33.0,3,4,2.0_3.0,1,1,3,3,0,3
16.0_26.0,3,4,2.0_3.0,1,1,3,3,0,3
16.0_26.0,4,4,2.0_3.0,1,1,3,2,0,3
34.0_42.0,2,4,4.0_6.0,1,1,1,4,0,3
43.0_49.0,1,3,7.0_16.0,1,0,3,3,0,3
34.0_42.0,1,1,4.0_6.0,1,1,3,3,0,3
34.0_42.0,2,3,4.0_6.0,1,1,2,4,0,3
34.0_42.0,4,4,2.0_3.0,1,1,2,4,0,3
27.0_33.0,4,4,4.0_6.0,1,1,3,4,0,3
16.0_26.0,4,4,2.0_3.0,1,1,3,3,0,3
16.0_26.0,4,4,2.0_3.0,1,1,2,3,0,3
27.0_33.0,3,4,2.0_3.0,1,1,3,4,0,3
16.0_26.0,3,3,2.0_3.0,1,1,3,3,0,3
16.0_26.0,4,3,2.0_3.0,1,0,2,3,0,3
34.0_42.0,3,4,7.0_16.0,1,1,3,4,0,3
27.0_33.0,4,3,2.0_3.0,1,1,3,2,0,3
43.0_49.0,2,2,4.0_6.0,1,1,2,4,0,3
43.0_49.0,4,4,4.0_6.0,1,1,3,2,0,3
34.0_42.0,1,4,4.0_6.0,1,0,2,4,0,3
43.0_49.0,4,4,4.0_6.0,1,1,3,4,0,3
34.0_42.0,2,3,2.0_3.0,0,1,3,2,1,3
34.0_42.0,2,3,4.0_6.0,1,1,3,4,0,3
34.0_42.0,4,4,2.0_3.0,0,1,1,4,0,3
16.0_26.0,2,4,2.0_3.0,1,1,3,2,0,3
27.0_33.0,2,3,4.0_6.0,1,1,2,3,0,3
16.0_26.0,3,4,2.0_3.0,1,1,3,1,0,3
27.0_33.0,4,4,4.0_6.0,1,0,3,4,0,3
34.0_42.0,4,3,4.0_6.0,1,0,3,4,0,3
27.0_33.0,4,3,4.0_6.0,1,1,3,3,0,3
27.0_33.0,2,4,4.0_6.0,1,1,3,4,0,3
27.0_33.0,4,4,2.0_3.0,0,0,2,4,0,3
16.0_26.0,4,4,0.0_1.0,0,0,2,4,0,3
34.0_42.0,4,4,4.0_6.0,0,1,2,4,0,3
16.0_26.0,4,4,0.0_1.0,1,1,1,3,0,3
34.0_42.0,4,4,4.0_6.0,1,1,1,4,0,3
27.0_33.0,2,3,4.0_6.0,1,0,3,4,0,3
27.0_33.0,4,4,0.0_1.0,1,1,1,4,0,3
34.0_42.0,2,4,4.0_6.0,1,1,3,3,0,3
27.0_33.0,3,4,4.0_6.0,0,1,1,4,0,3
27.0_33.0,4,4,0.0_1.0,0,0,2,4,0,3
27.0_33.0,3,3,0.0_1.0,0,0,2,4,0,3
34.0_42.0,4,4,2.0_3.0,0,1,2,4,0,3
16.0_26.0,2,2,0.0_1.0,0,1,4,4,0,3
16.0_26.0,4,4,2.0_3.0,1,1,3,4,0,3
34.0_42.0,4,4,2.0_3.0,0,1,3,4,0,3
43.0_49.0,2,3,2.0_3.0,0,0,2,4,0,3
34.0_42.0,4,4,2.0_3.0,0,0,2,4,0,3
34.0_42.0,2,3,4.0_6.0,1,1,3,3,0,3
16.0_26.0,4,4,0.0_1.0,1,1,2,3,0,3
27.0_33.0,4,4,4.0_6.0,1,1,3,3,0,3
34.0_42.0,2,4,4.0_6.0,1,0,2,3,0,3
16.0_26.0,3,2,4.0_6.0,1,1,3,4,0,3
27.0_33.0,1,3,4.0_6.0,1,1,3,4,0,3
27.0_33.0,3,4,4.0_6.0,1,1,1,4,0,3
27.0_33.0,2,2,4.0_6.0,1,1,2,3,0,3
34.0_42.0,2,2,4.0_6.0,0,0,2,4,0,3
27.0_33.0,3,3,4.0_6.0,1,1,2,4,0,3
27.0_33.0,2,2,2.0_3.0,1,1,2,2,1,3
34.0_42.0,4,4,4.0_6.0,0,0,2,4,0,3
16.0_26.0,4,3,0.0_1.0,1,1,2,2,0,3
27.0_33.0,4,4,4.0_6.0,1,1,1,2,1,3
16.0_26.0,4,4,0.0_1.0,0,1,2,4,0,3
27.0_33.0,1,3,2.0_3.0,1,1,3,4,0,3
16.0_26.0,2,2,0.0_1.0,1,1,2,4,0,3
16.0_26.0,2,4,2.0_3.0,1,1,1,3,0,3
34.0_42.0,2,4,4.0_6.0,1,1,2,4,0,3
27.0_33.0,4,4,2.0_3.0,1,1,1,4,0,3
27.0_33.0,4,4,2.0_3.0,1,0,2,4,0,3
27.0_33.0,4,4,2.0_3.0,1,1,1,4,0,3
34.0_42.0,3,3,7.0_16.0,1,0,1,4,0,3
27.0_33.0,3,3,4.0_6.0,1,0,2,2,0,3
16.0_26.0,3,3,0.0_1.0,1,1,2,4,0,3
